libelle_occup;Surface;Date-semis;Date-recolte-observee;Date-recolte-simulee;
MAIS;5;4;22/04/2009;25/09/2009;156
MAIS;8;9;22/04/2009;02/10/2009;163
MAIS;0;6;27/04/2009;15/10/2009;171
MAIS;1;1;28/04/2009;15/10/2009;170
MAIS;3;9;05/05/2009;10/10/2009;158
MAIS;3;4;09/05/2009;03/10/2009;147
MAIS;8;6;20/04/2010;06/09/2010;139
MAIS;8;9;20/04/2010;28/09/2010;161
MAIS;5;5;21/04/2010;06/10/2010;168
MAIS;4;1;23/04/2010;01/10/2010;161
MAIS;11;2;26/04/2010;02/10/2010;159
MAIS;3;6;05/05/2010;16/10/2010;164
MAIS;13;9;10/04/2011;07/10/2011;180
MAIS;10;8;12/04/2011;29/09/2011;170
MAIS;15;1;14/04/2011;06/10/2011;175
MAIS;6;2;05/05/2011;15/10/2011;163
MAIS;12;6;16/04/2012;12/10/2012;179
MAIS;13;3;25/04/2012;01/11/2012;190
MAIS;2;0;05/05/2012;19/10/2012;167
MAIS;14;2;15/05/2012;09/10/2012;147
MAIS;8;8;18/05/2012;09/10/2012;144
OH;3;5;05/11/2007;25/07/2008;263
OH;1;2;06/11/2008;20/07/2009;256
OH;0;5;15/02/2009;10/07/2009;145
OH;3;1;15/10/2009;22/07/2010;280
OH;10;1;25/10/2009;01/08/2010;280
OH;1;9;15/10/2010;14/07/2011;272
OH;3;5;15/10/2010;20/07/2011;278
OH;2;5;20/10/2010;15/07/2011;268
OH;8;3;03/10/2011;20/07/2012;291
POIS;11;7;05/03/2002;05/08/2002;153
POIS;11;2;05/03/2002;15/08/2002;163
POIS;5;2;15/03/2002;15/08/2002;153
POIS;11;2;15/03/2002;25/08/2002;163
POIS;6;2;25/03/2002;25/08/2002;153
POIS;1;1;25/02/2003;05/08/2003;161
POIS;7;2;05/03/2003;05/08/2003;153
POIS;11;0;05/03/2003;15/08/2003;163
POIS;3;2;05/03/2003;25/08/2003;173
POIS;12;0;15/03/2003;25/08/2003;163
POIS;1;9;25/02/2004;05/08/2004;162
POIS;21;6;05/03/2004;05/08/2004;153
POIS;2;8;05/03/2004;15/08/2004;163
POIS;27;1;05/03/2004;25/08/2004;173
POIS;0;6;15/03/2004;25/08/2004;163
POIS;3;6;25/03/2004;25/08/2004;153
POIS;4;8;25/02/2005;05/08/2005;161
POIS;24;7;05/03/2005;05/08/2005;153
POIS;1;1;05/03/2005;15/08/2005;163
POIS;6;9;05/03/2005;25/08/2005;173
POIS;2;0;15/03/2005;15/08/2005;153
POIS;2;1;15/03/2005;25/08/2005;163
POIS;17;2;25/03/2005;25/08/2005;153
POIS;1;2;25/02/2006;05/08/2006;161
POIS;14;8;05/03/2006;05/08/2006;153
POIS;1;8;15/03/2006;25/08/2006;163
POIS;2;8;25/03/2006;25/08/2006;153
POIS;8;9;05/03/2007;05/08/2007;153
POIS;1;2;15/04/2008;15/08/2008;122
POIS;3;0;04/04/2009;15/08/2009;133
POIS;2;8;01/04/2012;20/08/2012;141
PDT;11;0;18/04/2002;10/09/2002;145
PDT;3;6;25/04/2002;10/09/2002;138
PDT;28;2;25/04/2002;15/09/2002;143
PDT;23;1;25/04/2002;15/10/2002;173
PDT;9;0;18/04/2003;10/09/2003;145
PDT;11;7;25/04/2003;15/09/2003;143
PDT;10;0;25/04/2003;20/09/2003;148
PDT;12;6;25/04/2003;15/10/2003;173
PDT;11;7;18/04/2004;10/09/2004;145
PDT;4;1;25/04/2004;10/09/2004;138
PDT;0;8;25/04/2004;15/09/2004;143
PDT;4;5;25/04/2004;20/09/2004;148
PDT;20;1;25/04/2004;15/10/2004;173
PDT;6;3;18/04/2005;10/09/2005;145
PDT;13;4;25/04/2005;15/10/2005;173
PDT;40;3;25/04/2006;15/09/2006;143
PDT;9;6;25/04/2006;20/09/2006;148
PDT;3;4;25/04/2006;15/10/2006;173
PDT;1;6;15/04/2007;10/09/2007;148
PDT;7;4;18/04/2007;10/09/2007;145
PDT;4;0;19/04/2007;15/10/2007;179
PDT;25;3;25/04/2007;15/09/2007;143
PDT;8;6;25/04/2007;18/10/2007;176
PDT;23;1;25/04/2008;14/09/2008;142
PDT;35;1;05/05/2008;30/07/2008;86
PDT;25;2;15/03/2009;02/10/2009;201
PDT;18;8;01/04/2009;10/09/2009;162
PDT;3;5;26/04/2009;30/08/2009;126
PDT;10;3;26/04/2009;08/09/2009;135
PDT;0;8;26/04/2009;16/09/2009;143
PDT;13;1;26/04/2009;25/09/2009;152
PDT;8;5;27/04/2009;10/10/2009;166
PDT;8;3;29/04/2009;13/10/2009;167
PDT;7;5;11/04/2010;17/10/2010;189
PDT;3;3;19/04/2010;15/09/2010;149
PDT;3;8;20/04/2010;15/10/2010;178
PDT;7;7;28/03/2011;30/09/2011;186
PDT;22;6;06/04/2011;20/09/2011;167
PDT;12;2;06/04/2011;01/10/2011;178
PDT;2;5;06/04/2011;24/10/2011;201
PDT;24;2;23/04/2011;03/10/2011;163
PDT;4;5;29/03/2012;15/09/2012;170
PDT;15;3;17/04/2012;17/09/2012;153
PDT;17;2;18/05/2012;13/11/2012;179
