Date;Tmin;Tmax;Tmoy;mois;annee;;;;;;
05/03/2005;2.1;4;3.1;3;2005;;;;;;
06/03/2005;-1.4;3.4;1;3;2005;;;;;;
07/03/2005;1.5;6;3.8;3;2005;;;;;;
08/03/2005;4.2;6.7;5.5;3;2005;;;;;;
09/03/2005;3.8;6.9;5.4;3;2005;;;;;;
10/03/2005;3.7;6.7;5.2;3;2005;;;;;;
11/03/2005;2.1;8.4;5.3;3;2005;;;;;;
12/03/2005;3.9;6.8;5.4;3;2005;;;;;;
13/03/2005;-1.2;7.9;3.4;3;2005;;;;;;
14/03/2005;3.4;10.4;6.9;3;2005;;;;;;
15/03/2005;3.1;13.5;8.3;3;2005;;;;;;
16/03/2005;8.6;22.4;15.5;3;2005;;;;;;
17/03/2005;10.6;13.2;11.9;3;2005;;;;;;
18/03/2005;7.8;12.2;10;3;2005;;;;;;
19/03/2005;1.3;16.1;8.7;3;2005;;;;;;
20/03/2005;5.4;20.1;12.8;3;2005;;;;;;
21/03/2005;8.2;16.9;12.6;3;2005;;;;;;
22/03/2005;12.7;17.3;15;3;2005;;;;;;
23/03/2005;7.1;18.3;12.7;3;2005;;;;;;
24/03/2005;10.7;16.4;13.6;3;2005;;;;;;
25/03/2005;4.4;14.8;9.6;3;2005;;;;;;
26/03/2005;4.1;18;11.1;3;2005;;;;;;
27/03/2005;6.1;8.7;7.4;3;2005;;;;;;
28/03/2005;6.3;12.8;9.6;3;2005;;;;;;
29/03/2005;7.5;15.1;11.3;3;2005;;;;;;
30/03/2005;7.9;10.4;9.2;3;2005;;;;;;
31/03/2005;7;11.7;9.4;3;2005;;;;;;
01/04/2005;2.2;16.9;9.6;4;2005;;;;;;
02/04/2005;3.8;19.4;11.6;4;2005;;;;;;
03/04/2005;10.4;19.1;14.8;4;2005;;;;;;
04/04/2005;8.5;15.8;12.2;4;2005;;;;;;
05/04/2005;4.8;11.6;8.2;4;2005;;;;;;
06/04/2005;4;14.5;9.3;4;2005;;;;;;
07/04/2005;7.2;12.7;10;4;2005;;;;;;
08/04/2005;3.9;6.3;5.1;4;2005;;;;;;
09/04/2005;1.7;8.7;5.2;4;2005;;;;;;
10/04/2005;6.6;11.6;9.1;4;2005;;;;;;
11/04/2005;2.1;11.5;6.8;4;2005;;;;;;
12/04/2005;0;0;0;4;2005;;;;;;
13/04/2005;9.6;13.6;11.6;4;2005;;;;;;
14/04/2005;7;10.6;8.8;4;2005;;;;;;
15/04/2005;5;12;8.5;4;2005;;;;;;
16/04/2005;0.7;10.2;5.5;4;2005;;;;;;
17/04/2005;3.4;13;8.2;4;2005;;;;;;
18/04/2005;8.7;12.7;10.7;4;2005;;;;;;
19/04/2005;4.5;14;9.3;4;2005;;;;;;
20/04/2005;3.6;12;7.8;4;2005;;;;;;
21/04/2005;2.7;13.5;8.1;4;2005;;;;;;
22/04/2005;4.2;17.2;10.7;4;2005;;;;;;
23/04/2005;9;14.8;11.9;4;2005;;;;;;
24/04/2005;5.3;10.7;8;4;2005;;;;;;
25/04/2005;0;0;0;4;2005;;;;;;
26/04/2005;0;0;0;4;2005;;;;;;
27/04/2005;7.5;16.4;12;4;2005;;;;;;
28/04/2005;9.6;17.7;13.7;4;2005;;;;;;
29/04/2005;13.2;16.5;14.9;4;2005;;;;;;
30/04/2005;10.6;24.4;17.5;4;2005;;;;;;
01/05/2005;14.3;21.9;18.1;5;2005;;;;;;
02/05/2005;10.5;18.6;14.6;5;2005;;;;;;
03/05/2005;10.9;18;14.5;5;2005;;;;;;
04/05/2005;10;12.6;11.3;5;2005;;;;;;
05/05/2005;6.7;13.2;10;5;2005;;;;;;
06/05/2005;10.1;14;12.1;5;2005;;;;;;
07/05/2005;10.2;14;12.1;5;2005;;;;;;
08/05/2005;5.5;13.7;9.6;5;2005;;;;;;
09/05/2005;5.1;12;8.6;5;2005;;;;;;
10/05/2005;1.6;12.8;7.2;5;2005;;;;;;
11/05/2005;3;14.8;8.9;5;2005;;;;;;
12/05/2005;4.8;16.9;10.9;5;2005;;;;;;
13/05/2005;8.6;10.9;9.8;5;2005;;;;;;
14/05/2005;9.9;11.5;10.7;5;2005;;;;;;
15/05/2005;4.9;15.3;10.1;5;2005;;;;;;
16/05/2005;9.3;14.4;11.9;5;2005;;;;;;
17/05/2005;7.4;12.3;9.9;5;2005;;;;;;
18/05/2005;0.2;16.4;8.3;5;2005;;;;;;
19/05/2005;9.7;16.8;13.3;5;2005;;;;;;
20/05/2005;11.9;18.8;15.4;5;2005;;;;;;
21/05/2005;10.1;20.7;15.4;5;2005;;;;;;
22/05/2005;9.3;17.3;13.3;5;2005;;;;;;
23/05/2005;8.1;16;12.1;5;2005;;;;;;
24/05/2005;10.3;16.8;13.6;5;2005;;;;;;
25/05/2005;11.6;25.1;18.4;5;2005;;;;;;
26/05/2005;15.3;22.8;19.1;5;2005;;;;;;
27/05/2005;11.8;31.2;21.5;5;2005;;;;;;
28/05/2005;14.1;19.3;16.7;5;2005;;;;;;
29/05/2005;7.7;13.1;10.4;5;2005;;;;;;
30/05/2005;9.4;15.7;12.6;5;2005;;;;;;
31/05/2005;7.1;17.5;12.3;5;2005;;;;;;
01/06/2005;6.1;19.2;12.7;6;2005;;;;;;
02/06/2005;13.8;19.7;16.8;6;2005;;;;;;
03/06/2005;11.7;18.4;15.1;6;2005;;;;;;
04/06/2005;10.5;17.9;14.2;6;2005;;;;;;
05/06/2005;10.9;15.7;13.3;6;2005;;;;;;
06/06/2005;12.5;15.5;14;6;2005;;;;;;
07/06/2005;5.8;15.1;10.5;6;2005;;;;;;
08/06/2005;3.9;17.2;10.6;6;2005;;;;;;
09/06/2005;5.2;17.9;11.6;6;2005;;;;;;
10/06/2005;6.5;18.9;12.7;6;2005;;;;;;
11/06/2005;8.2;16.3;12.3;6;2005;;;;;;
12/06/2005;7.2;18.3;12.8;6;2005;;;;;;
13/06/2005;7.7;15.6;11.7;6;2005;;;;;;
14/06/2005;7.1;18.1;12.6;6;2005;;;;;;
15/06/2005;9.1;19.8;14.5;6;2005;;;;;;
16/06/2005;10.7;21.6;16.2;6;2005;;;;;;
17/06/2005;17.2;22;19.6;6;2005;;;;;;
18/06/2005;11.7;28.7;20.2;6;2005;;;;;;
19/06/2005;14.6;31;22.8;6;2005;;;;;;
20/06/2005;17.5;24.3;20.9;6;2005;;;;;;
21/06/2005;14.7;21.3;18;6;2005;;;;;;
22/06/2005;11.1;25;18.1;6;2005;;;;;;
23/06/2005;12.9;31.9;22.4;6;2005;;;;;;
24/06/2005;16.9;31.8;24.4;6;2005;;;;;;
25/06/2005;14.8;20.1;17.5;6;2005;;;;;;
26/06/2005;14.9;21.1;18;6;2005;;;;;;
27/06/2005;13.3;25.7;19.5;6;2005;;;;;;
28/06/2005;15.4;30.2;22.8;6;2005;;;;;;
29/06/2005;15.5;23;19.3;6;2005;;;;;;
30/06/2005;14.7;21.7;18.2;6;2005;;;;;;
01/07/2005;13.6;19;16.3;7;2005;;;;;;
02/07/2005;15.6;21.7;18.7;7;2005;;;;;;
03/07/2005;11;21.2;16.1;7;2005;;;;;;
04/07/2005;11;17.3;14.2;7;2005;;;;;;
05/07/2005;10.9;20;15.5;7;2005;;;;;;
06/07/2005;13.8;18.8;16.3;7;2005;;;;;;
07/07/2005;12.6;16.8;14.7;7;2005;;;;;;
08/07/2005;11.9;15.7;13.8;7;2005;;;;;;
09/07/2005;13.1;19.7;16.4;7;2005;;;;;;
10/07/2005;11.5;20.3;15.9;7;2005;;;;;;
11/07/2005;12.2;23.1;17.7;7;2005;;;;;;
12/07/2005;14.7;19;16.9;7;2005;;;;;;
13/07/2005;14.1;20;17.1;7;2005;;;;;;
14/07/2005;12.4;28.1;20.3;7;2005;;;;;;
15/07/2005;14.1;26.2;20.2;7;2005;;;;;;
16/07/2005;14.3;21.7;18;7;2005;;;;;;
17/07/2005;10;24.4;17.2;7;2005;;;;;;
18/07/2005;14.4;22.5;18.5;7;2005;;;;;;
19/07/2005;14.6;20.2;17.4;7;2005;;;;;;
20/07/2005;15.2;21.5;18.4;7;2005;;;;;;
21/07/2005;12.2;21.3;16.8;7;2005;;;;;;
22/07/2005;11.4;21.6;16.5;7;2005;;;;;;
23/07/2005;12.8;20.4;16.6;7;2005;;;;;;
24/07/2005;14.1;23.2;18.7;7;2005;;;;;;
25/07/2005;15.4;19.8;17.6;7;2005;;;;;;
26/07/2005;14.8;19.8;17.3;7;2005;;;;;;
27/07/2005;18.1;24;21.1;7;2005;;;;;;
28/07/2005;16.6;27.3;22;7;2005;;;;;;
29/07/2005;13.6;21.5;17.6;7;2005;;;;;;
30/07/2005;12.7;21.9;17.3;7;2005;;;;;;
31/07/2005;15;20;17.5;7;2005;;;;;;
01/08/2005;14.2;19.2;16.7;8;2005;;;;;;
02/08/2005;10.8;21.3;16.1;8;2005;;;;;;
03/08/2005;12.2;19.9;16.1;8;2005;;;;;;
04/08/2005;11.7;21;16.4;8;2005;;;;;;
05/08/2005;13.4;19.4;16.4;8;2005;;;;;;
06/08/2005;9.8;17.2;13.5;8;2005;;;;;;
07/08/2005;11.6;19.6;15.6;8;2005;;;;;;
08/08/2005;8;18.8;13.4;8;2005;;;;;;
09/08/2005;8.8;22.5;15.7;8;2005;;;;;;
10/08/2005;10.6;23.1;16.9;8;2005;;;;;;
11/08/2005;12.9;23.8;18.4;8;2005;;;;;;
12/08/2005;13.7;20.1;16.9;8;2005;;;;;;
13/08/2005;13.2;20.7;17;8;2005;;;;;;
14/08/2005;14.4;19.3;16.9;8;2005;;;;;;
15/08/2005;13;19.4;16.2;8;2005;;;;;;
16/08/2005;8.6;21.3;15;8;2005;;;;;;
17/08/2005;12;25.3;18.7;8;2005;;;;;;
18/08/2005;14.2;26.1;20.2;8;2005;;;;;;
19/08/2005;14.9;18.5;16.7;8;2005;;;;;;
20/08/2005;12.7;19.3;16;8;2005;;;;;;
21/08/2005;12.9;18.8;15.9;8;2005;;;;;;
22/08/2005;12.6;21;16.8;8;2005;;;;;;
23/08/2005;14.7;18.3;16.5;8;2005;;;;;;
24/08/2005;11.3;19;15.2;8;2005;;;;;;
25/08/2005;13.4;18.1;15.8;8;2005;;;;;;
26/08/2005;11.7;19.1;15.4;8;2005;;;;;;
27/08/2005;11.5;21.7;16.6;8;2005;;;;;;
28/08/2005;8.8;24.8;16.8;8;2005;;;;;;
29/08/2005;10.1;22.9;16.5;8;2005;;;;;;
30/08/2005;10.2;28.2;19.2;8;2005;;;;;;
31/08/2005;16.7;32.7;24.7;8;2005;;;;;;
01/09/2005;17;22.2;19.6;9;2005;;;;;;
02/09/2005;13.9;20.9;17.4;9;2005;;;;;;
03/09/2005;10.7;28.6;19.7;9;2005;;;;;;
04/09/2005;16.8;30.9;23.9;9;2005;;;;;;
05/09/2005;16.6;22.4;19.5;9;2005;;;;;;
06/09/2005;16.6;24.5;20.6;9;2005;;;;;;
07/09/2005;12.6;25.9;19.3;9;2005;;;;;;
08/09/2005;11.9;26.8;19.4;9;2005;;;;;;
09/09/2005;14.5;27.1;20.8;9;2005;;;;;;
10/09/2005;14.9;19.8;17.4;9;2005;;;;;;
11/09/2005;12.1;19.6;15.9;9;2005;;;;;;
12/09/2005;16.6;19.5;18.1;9;2005;;;;;;
13/09/2005;15.7;23;19.4;9;2005;;;;;;
14/09/2005;14.8;19.7;17.3;9;2005;;;;;;
15/09/2005;16.6;21.6;19.1;9;2005;;;;;;
16/09/2005;11.8;16.1;14;9;2005;;;;;;
17/09/2005;10.1;15.6;12.9;9;2005;;;;;;
18/09/2005;6;17.6;11.8;9;2005;;;;;;
19/09/2005;5.3;18.3;11.8;9;2005;;;;;;
20/09/2005;8;18.3;13.2;9;2005;;;;;;
21/09/2005;7.9;20.8;14.4;9;2005;;;;;;
22/09/2005;9;23.5;16.3;9;2005;;;;;;
23/09/2005;11.5;22.4;17;9;2005;;;;;;
24/09/2005;10.1;21;15.6;9;2005;;;;;;
25/09/2005;11.1;19.8;15.5;9;2005;;;;;;
26/09/2005;12.8;19.2;16;9;2005;;;;;;
27/09/2005;13.8;17.1;15.5;9;2005;;;;;;
28/09/2005;11.3;16.1;13.7;9;2005;;;;;;
29/09/2005;11.3;16.1;13.7;9;2005;;;;;;
30/09/2005;11.6;17.7;14.7;9;2005;;;;;;
01/10/2005;10.2;17;13.6;10;2005;;;;;;
02/10/2005;9.2;14.5;11.9;10;2005;;;;;;
03/10/2005;6.8;16.2;11.5;10;2005;;;;;;
04/10/2005;7.4;17.5;12.5;10;2005;;;;;;
05/10/2005;12.7;15.9;14.3;10;2005;;;;;;
06/10/2005;12.3;15.2;13.8;10;2005;;;;;;
07/10/2005;13.6;19.9;16.8;10;2005;;;;;;
08/10/2005;11.9;21.7;16.8;10;2005;;;;;;
09/10/2005;12;17.9;15;10;2005;;;;;;
10/10/2005;11.5;24.3;17.9;10;2005;;;;;;
11/10/2005;14.5;22.6;18.6;10;2005;;;;;;
12/10/2005;15.6;19.8;17.7;10;2005;;;;;;
13/10/2005;15.3;20.3;17.8;10;2005;;;;;;
14/10/2005;15.3;20;17.7;10;2005;;;;;;
15/10/2005;9.1;21.8;15.5;10;2005;;;;;;
16/10/2005;10.4;17.2;13.8;10;2005;;;;;;
17/10/2005;8.9;20.5;14.7;10;2005;;;;;;
18/10/2005;9.2;14.9;12.1;10;2005;;;;;;
19/10/2005;11.5;17.3;14.4;10;2005;;;;;;
20/10/2005;10;16.3;13.2;10;2005;;;;;;
21/10/2005;10.2;17.4;13.8;10;2005;;;;;;
22/10/2005;11.4;17.2;14.3;10;2005;;;;;;
23/10/2005;10.6;16.4;13.5;10;2005;;;;;;
24/10/2005;11.3;17.1;14.2;10;2005;;;;;;
25/10/2005;14.1;17.2;15.7;10;2005;;;;;;
26/10/2005;12.4;14.4;13.4;10;2005;;;;;;
27/10/2005;13.4;21.3;17.4;10;2005;;;;;;
28/10/2005;14.3;17.6;16;10;2005;;;;;;
29/10/2005;11.7;21;16.4;10;2005;;;;;;
30/10/2005;16;21;18.5;10;2005;;;;;;
31/10/2005;12.6;15.5;14.1;10;2005;;;;;;
01/11/2005;9.4;15;12.2;11;2005;;;;;;
02/11/2005;10.3;17.8;14.1;11;2005;;;;;;
03/11/2005;13.9;18;16;11;2005;;;;;;
04/11/2005;9.9;14.1;12;11;2005;;;;;;
05/11/2005;7.7;14.1;10.9;11;2005;;;;;;
06/11/2005;9.3;14.4;11.9;11;2005;;;;;;
07/11/2005;11.3;15.4;13.4;11;2005;;;;;;
08/11/2005;11.1;16.7;13.9;11;2005;;;;;;
09/11/2005;8.2;13.2;10.7;11;2005;;;;;;
10/11/2005;5.6;12.5;9.1;11;2005;;;;;;
11/11/2005;11.5;13.8;12.7;11;2005;;;;;;
12/11/2005;7.7;8.7;8.2;11;2005;;;;;;
13/11/2005;3.4;12.7;8.1;11;2005;;;;;;
14/11/2005;3.4;12.9;8.2;11;2005;;;;;;
15/11/2005;3.6;11;7.3;11;2005;;;;;;
16/11/2005;5.7;9.7;7.7;11;2005;;;;;;
17/11/2005;2.2;8.5;5.4;11;2005;;;;;;
18/11/2005;-1.6;9.6;4;11;2005;;;;;;
19/11/2005;-1.3;10.1;4.4;11;2005;;;;;;
20/11/2005;-2.2;5.9;1.9;11;2005;;;;;;
21/11/2005;-2.1;9.9;3.9;11;2005;;;;;;
22/11/2005;0.8;6.5;3.7;11;2005;;;;;;
23/11/2005;-2.7;5.3;1.3;11;2005;;;;;;
24/11/2005;4.1;10;7.1;11;2005;;;;;;
25/11/2005;0.8;5.5;3.2;11;2005;;;;;;
26/11/2005;0.6;6.4;3.5;11;2005;;;;;;
27/11/2005;4.2;7.2;5.7;11;2005;;;;;;
28/11/2005;3.4;6.6;5;11;2005;;;;;;
29/11/2005;-0.4;7.1;3.4;11;2005;;;;;;
30/11/2005;0.6;7.3;4;11;2005;;;;;;
01/12/2005;1.9;8;5;12;2005;;;;;;
02/12/2005;3.6;10.6;7.1;12;2005;;;;;;
03/12/2005;6.5;10.4;8.5;12;2005;;;;;;
04/12/2005;6.8;10.7;8.8;12;2005;;;;;;
05/12/2005;5;8.4;6.7;12;2005;;;;;;
06/12/2005;4.2;9.4;6.8;12;2005;;;;;;
07/12/2005;3.3;9.1;6.2;12;2005;;;;;;
08/12/2005;4.6;9.5;7.1;12;2005;;;;;;
09/12/2005;-0.6;4.4;1.9;12;2005;;;;;;
10/12/2005;-2.6;5.8;1.6;12;2005;;;;;;
11/12/2005;-2.7;6.9;2.1;12;2005;;;;;;
12/12/2005;-0.4;8.3;4;12;2005;;;;;;
13/12/2005;4.2;7.9;6.1;12;2005;;;;;;
14/12/2005;4.5;8.7;6.6;12;2005;;;;;;
15/12/2005;4.8;10.4;7.6;12;2005;;;;;;
16/12/2005;7.9;11.7;9.8;12;2005;;;;;;
17/12/2005;2.8;4.3;3.6;12;2005;;;;;;
18/12/2005;-0.4;6;2.8;12;2005;;;;;;
19/12/2005;1.8;9;5.4;12;2005;;;;;;
20/12/2005;0.1;6.5;3.3;12;2005;;;;;;
21/12/2005;1.6;6.3;4;12;2005;;;;;;
22/12/2005;4.1;7.5;5.8;12;2005;;;;;;
23/12/2005;4.2;6.6;5.4;12;2005;;;;;;
24/12/2005;4.8;9.2;7;12;2005;;;;;;
25/12/2005;1.1;7.3;4.2;12;2005;;;;;;
26/12/2005;0.3;6.3;3.3;12;2005;;;;;;
27/12/2005;-2.7;2;-0.4;12;2005;;;;;;
28/12/2005;-4.8;2.3;-1.3;12;2005;;;;;;
29/12/2005;-8.5;1.6;-3.5;12;2005;;;;;;
30/12/2005;-2.3;8.4;3.1;12;2005;;;;;;
31/12/2005;4.5;8.4;6.5;12;2005;;;;;;
01/01/2006;4.4;8.3;6.4;1;2006;;;;;;
02/01/2006;5.6;7.2;6.4;1;2006;;;;;;
03/01/2006;3.9;8.6;6.3;1;2006;;;;;;
04/01/2006;1.7;5.9;3.8;1;2006;;;;;;
05/01/2006;-1.5;1.2;-0.2;1;2006;;;;;;
06/01/2006;-0.8;3.4;1.3;1;2006;;;;;;
07/01/2006;-2.7;4;0.7;1;2006;;;;;;
08/01/2006;-1.4;4.4;1.5;1;2006;;;;;;
09/01/2006;2.1;6.4;4.3;1;2006;;;;;;
10/01/2006;1.6;4.3;3;1;2006;;;;;;
11/01/2006;1.6;4.3;3;1;2006;;;;;;
12/01/2006;1.6;4.3;3;1;2006;;;;;;
13/01/2006;4.5;6.6;5.6;1;2006;;;;;;
14/01/2006;3.2;7;5.1;1;2006;;;;;;
15/01/2006;3.2;7.4;5.3;1;2006;;;;;;
16/01/2006;2.6;7.6;5.1;1;2006;;;;;;
17/01/2006;6.3;9.1;7.7;1;2006;;;;;;
18/01/2006;6.2;10.2;8.2;1;2006;;;;;;
19/01/2006;8.7;10.7;9.7;1;2006;;;;;;
20/01/2006;6.8;10.2;8.5;1;2006;;;;;;
21/01/2006;3.7;8.1;5.9;1;2006;;;;;;
22/01/2006;0.9;5.1;3;1;2006;;;;;;
23/01/2006;0.9;4.7;2.8;1;2006;;;;;;
24/01/2006;-3.2;2.8;-0.2;1;2006;;;;;;
25/01/2006;-6.1;4.7;-0.7;1;2006;;;;;;
26/01/2006;1.3;3.1;2.2;1;2006;;;;;;
27/01/2006;-3.1;1.1;-1;1;2006;;;;;;
28/01/2006;-4.7;0.3;-2.2;1;2006;;;;;;
29/01/2006;-2.9;6.3;1.7;1;2006;;;;;;
30/01/2006;-2;4.5;1.3;1;2006;;;;;;
31/01/2006;-1.1;3.2;1.1;1;2006;;;;;;
01/02/2006;-3.6;4.5;0.5;2;2006;;;;;;
02/02/2006;-0.2;2.1;1;2;2006;;;;;;
03/02/2006;-1.9;2.4;0.3;2;2006;;;;;;
04/02/2006;0.7;5.5;3.1;2;2006;;;;;;
05/02/2006;0.7;7.3;4;2;2006;;;;;;
06/02/2006;4.1;6.5;5.3;2;2006;;;;;;
07/02/2006;5.3;8.1;6.7;2;2006;;;;;;
08/02/2006;5.7;8;6.9;2;2006;;;;;;
09/02/2006;1.7;4.8;3.3;2;2006;;;;;;
10/02/2006;-1.1;6.1;2.5;2;2006;;;;;;
11/02/2006;-2.8;6.1;1.7;2;2006;;;;;;
12/02/2006;0;7.8;3.9;2;2006;;;;;;
13/02/2006;5;9.1;7.1;2;2006;;;;;;
14/02/2006;2.8;11;6.9;2;2006;;;;;;
15/02/2006;5.5;11.4;8.5;2;2006;;;;;;
16/02/2006;6.5;9.6;8.1;2;2006;;;;;;
17/02/2006;4.7;8.8;6.8;2;2006;;;;;;
18/02/2006;2.1;8.8;5.5;2;2006;;;;;;
19/02/2006;4.1;6.6;5.4;2;2006;;;;;;
20/02/2006;3.3;5.4;4.4;2;2006;;;;;;
21/02/2006;2.6;4.6;3.6;2;2006;;;;;;
22/02/2006;2.7;5.7;4.2;2;2006;;;;;;
23/02/2006;0.1;1.8;1;2;2006;;;;;;
24/02/2006;-0.8;4.8;2;2;2006;;;;;;
25/02/2006;-0.5;1.5;0.5;2;2006;;;;;;
26/02/2006;-1.7;2;0.2;2;2006;;;;;;
27/02/2006;-2.3;4.5;1.1;2;2006;;;;;;
28/02/2006;1.6;4.5;3.1;2;2006;;;;;;
01/03/2006;0.3;4.6;2.5;3;2006;;;;;;
02/03/2006;-1.4;4.5;1.6;3;2006;;;;;;
03/03/2006;0.2;3.2;1.7;3;2006;;;;;;
04/03/2006;-1.5;4.2;1.4;3;2006;;;;;;
05/03/2006;-1.1;5.9;2.4;3;2006;;;;;;
06/03/2006;1.5;6.4;4;3;2006;;;;;;
07/03/2006;2.4;9.3;5.9;3;2006;;;;;;
08/03/2006;2.8;11.8;7.3;3;2006;;;;;;
09/03/2006;7.7;11.9;9.8;3;2006;;;;;;
10/03/2006;2.5;8.5;5.5;3;2006;;;;;;
11/03/2006;3;4.8;3.9;3;2006;;;;;;
12/03/2006;-2.4;4.3;1;3;2006;;;;;;
13/03/2006;-2.9;-0.5;-1.7;3;2006;;;;;;
14/03/2006;-1.1;9.5;4.2;3;2006;;;;;;
15/03/2006;2.3;9.1;5.7;3;2006;;;;;;
16/03/2006;-1;3.1;1.1;3;2006;;;;;;
17/03/2006;-1;6;2.5;3;2006;;;;;;
18/03/2006;-0.9;7.2;3.2;3;2006;;;;;;
19/03/2006;-0.8;8.2;3.7;3;2006;;;;;;
20/03/2006;0.5;8.7;4.6;3;2006;;;;;;
21/03/2006;1.8;6.7;4.3;3;2006;;;;;;
22/03/2006;-0.9;7.1;3.1;3;2006;;;;;;
23/03/2006;-0.8;12.1;5.7;3;2006;;;;;;
24/03/2006;6.1;15.9;11;3;2006;;;;;;
25/03/2006;10.2;13.8;12;3;2006;;;;;;
26/03/2006;12.6;16.9;14.8;3;2006;;;;;;
27/03/2006;13.2;16.4;14.8;3;2006;;;;;;
28/03/2006;7.7;13;10.4;3;2006;;;;;;
29/03/2006;7.4;14.4;10.9;3;2006;;;;;;
30/03/2006;10.3;15.1;12.7;3;2006;;;;;;
31/03/2006;10.9;16.2;13.6;3;2006;;;;;;
01/04/2006;10.6;13.3;12;4;2006;;;;;;
02/04/2006;8;12.8;10.4;4;2006;;;;;;
03/04/2006;7.4;11.2;9.3;4;2006;;;;;;
04/04/2006;1.1;10.2;5.7;4;2006;;;;;;
05/04/2006;2.2;9;5.6;4;2006;;;;;;
06/04/2006;-0.8;11.6;5.4;4;2006;;;;;;
07/04/2006;2.2;13.1;7.7;4;2006;;;;;;
08/04/2006;5;11.1;8.1;4;2006;;;;;;
09/04/2006;3;10.5;6.8;4;2006;;;;;;
10/04/2006;-0.3;9.1;4.4;4;2006;;;;;;
11/04/2006;0.5;10.4;5.5;4;2006;;;;;;
12/04/2006;5.4;12;8.7;4;2006;;;;;;
13/04/2006;7.3;12.1;9.7;4;2006;;;;;;
14/04/2006;9.5;13.7;11.6;4;2006;;;;;;
15/04/2006;6.3;12.5;9.4;4;2006;;;;;;
16/04/2006;8.7;13.6;11.2;4;2006;;;;;;
17/04/2006;8.7;13.5;11.1;4;2006;;;;;;
18/04/2006;5.4;13.5;9.5;4;2006;;;;;;
19/04/2006;5.2;15.2;10.2;4;2006;;;;;;
20/04/2006;5.7;16;10.9;4;2006;;;;;;
21/04/2006;9.9;21.5;15.7;4;2006;;;;;;
22/04/2006;6.8;15.4;11.1;4;2006;;;;;;
23/04/2006;5.8;19.3;12.6;4;2006;;;;;;
24/04/2006;9.6;19.2;14.4;4;2006;;;;;;
25/04/2006;8;16.3;12.2;4;2006;;;;;;
26/04/2006;11;13.6;12.3;4;2006;;;;;;
27/04/2006;8.3;15.8;12.1;4;2006;;;;;;
28/04/2006;4.7;13.5;9.1;4;2006;;;;;;
29/04/2006;2.7;11.9;7.3;4;2006;;;;;;
30/04/2006;5.2;11.3;8.3;4;2006;;;;;;
01/05/2006;5.8;12.3;9.1;5;2006;;;;;;
02/05/2006;5.3;21.1;13.2;5;2006;;;;;;
03/05/2006;6.4;19.2;12.8;5;2006;;;;;;
04/05/2006;8.8;25.7;17.3;5;2006;;;;;;
05/05/2006;11.2;16.6;13.9;5;2006;;;;;;
06/05/2006;10.1;15.5;12.8;5;2006;;;;;;
07/05/2006;9.2;17.9;13.6;5;2006;;;;;;
08/05/2006;10.7;15;12.9;5;2006;;;;;;
09/05/2006;8.6;11.4;10;5;2006;;;;;;
10/05/2006;7.7;17;12.4;5;2006;;;;;;
11/05/2006;6.8;17.7;12.3;5;2006;;;;;;
12/05/2006;6.5;22.1;14.3;5;2006;;;;;;
13/05/2006;11;16;13.5;5;2006;;;;;;
14/05/2006;10.1;17.6;13.9;5;2006;;;;;;
15/05/2006;10;20.3;15.2;5;2006;;;;;;
16/05/2006;12.2;19.7;16;5;2006;;;;;;
17/05/2006;9.3;19.1;14.2;5;2006;;;;;;
18/05/2006;13;19.7;16.4;5;2006;;;;;;
19/05/2006;10.7;15.9;13.3;5;2006;;;;;;
20/05/2006;9.2;14.1;11.7;5;2006;;;;;;
21/05/2006;10.8;18.4;14.6;5;2006;;;;;;
22/05/2006;10.7;16.7;13.7;5;2006;;;;;;
23/05/2006;7.7;14;10.9;5;2006;;;;;;
24/05/2006;7.8;15.1;11.5;5;2006;;;;;;
25/05/2006;9.9;14.1;12;5;2006;;;;;;
26/05/2006;12.3;17;14.7;5;2006;;;;;;
27/05/2006;12.7;17.9;15.3;5;2006;;;;;;
28/05/2006;11.5;14.7;13.1;5;2006;;;;;;
29/05/2006;9.5;14.2;11.9;5;2006;;;;;;
30/05/2006;7.1;13.1;10.1;5;2006;;;;;;
31/05/2006;6.3;12.8;9.6;5;2006;;;;;;
01/06/2006;4.7;14.4;9.6;6;2006;;;;;;
02/06/2006;9.1;16.2;12.7;6;2006;;;;;;
03/06/2006;7.3;18.2;12.8;6;2006;;;;;;
04/06/2006;6.8;20.5;13.7;6;2006;;;;;;
05/06/2006;10;20.3;15.2;6;2006;;;;;;
06/06/2006;5.4;16.5;11;6;2006;;;;;;
07/06/2006;5.3;19.6;12.5;6;2006;;;;;;
08/06/2006;7.4;23.9;15.7;6;2006;;;;;;
09/06/2006;11;25.9;18.5;6;2006;;;;;;
10/06/2006;14.4;28.7;21.6;6;2006;;;;;;
11/06/2006;16.7;23.1;19.9;6;2006;;;;;;
12/06/2006;14.9;31.5;23.2;6;2006;;;;;;
13/06/2006;14.2;26.7;20.5;6;2006;;;;;;
14/06/2006;13.8;16.4;15.1;6;2006;;;;;;
15/06/2006;12.2;17.1;14.7;6;2006;;;;;;
16/06/2006;6.9;19.8;13.4;6;2006;;;;;;
17/06/2006;9.4;24.1;16.8;6;2006;;;;;;
18/06/2006;14.1;28;21.1;6;2006;;;;;;
19/06/2006;14.2;21.8;18;6;2006;;;;;;
20/06/2006;13.4;18.9;16.2;6;2006;;;;;;
