Date;Tmin;Tmax;Tmoy;;;;;;;;
02/06/2007;8.8;19;13.9;;;;;;;;
03/06/2007;8.3;22.1;15.2;;;;;;;;
04/06/2007;11.8;17.7;14.8;;;;;;;;
05/06/2007;12.3;17.6;15;;;;;;;;
06/06/2007;12.7;15.4;14.1;;;;;;;;
07/06/2007;12.1;15.4;13.8;;;;;;;;
08/06/2007;13.3;17;15.2;;;;;;;;
09/06/2007;12;21.6;16.8;;;;;;;;
10/06/2007;10.6;22.7;16.7;;;;;;;;
11/06/2007;12.2;20.8;16.5;;;;;;;;
12/06/2007;13.3;19.2;16.3;;;;;;;;
13/06/2007;10.6;22.7;16.7;;;;;;;;
14/06/2007;14.6;24.3;19.5;;;;;;;;
15/06/2007;13.9;22.2;18.1;;;;;;;;
16/06/2007;12.1;19.5;15.8;;;;;;;;
17/06/2007;12.8;21.1;17;;;;;;;;
18/06/2007;12.9;22.1;17.5;;;;;;;;
19/06/2007;12.1;27.4;19.8;;;;;;;;
20/06/2007;13.4;24.1;18.8;;;;;;;;
21/06/2007;13;21.2;17.1;;;;;;;;
22/06/2007;13.5;20.6;17.1;;;;;;;;
23/06/2007;12;19.6;15.8;;;;;;;;
24/06/2007;12.5;16.4;14.5;;;;;;;;
25/06/2007;12;17.5;14.8;;;;;;;;
26/06/2007;11.6;16.9;14.3;;;;;;;;
27/06/2007;10.4;17.9;14.2;;;;;;;;
28/06/2007;12;18.8;15.4;;;;;;;;
29/06/2007;12.9;17.6;15.3;;;;;;;;
30/06/2007;13;22.1;17.6;;;;;;;;
01/07/2007;16;22.8;19.4;;;;;;;;
02/07/2007;13.8;20;16.9;;;;;;;;
03/07/2007;12.4;19.1;15.8;;;;;;;;
04/07/2007;12.6;19;15.8;;;;;;;;
05/07/2007;14.1;18.6;16.4;;;;;;;;
06/07/2007;13.3;19;16.2;;;;;;;;
07/07/2007;11.5;20.2;15.9;;;;;;;;
08/07/2007;9;20.6;14.8;;;;;;;;
09/07/2007;10.3;18.5;14.4;;;;;;;;
10/07/2007;11;18.6;14.8;;;;;;;;
11/07/2007;12.9;20.6;16.8;;;;;;;;
12/07/2007;12.8;19.2;16;;;;;;;;
13/07/2007;17;29.3;23.2;;;;;;;;
14/07/2007;16.4;22.3;19.4;;;;;;;;
15/07/2007;13.3;31.7;22.5;;;;;;;;
16/07/2007;16.4;21.8;19.1;;;;;;;;
17/07/2007;12.4;24.1;18.3;;;;;;;;
18/07/2007;12.3;23.4;17.9;;;;;;;;
19/07/2007;9.8;23.5;16.7;;;;;;;;
20/07/2007;15;20.4;17.7;;;;;;;;
21/07/2007;11.1;23.8;17.5;;;;;;;;
22/07/2007;12.5;21.5;17;;;;;;;;
23/07/2007;13.3;17;15.2;;;;;;;;
24/07/2007;14.4;22.6;18.5;;;;;;;;
25/07/2007;12.1;25;18.6;;;;;;;;
26/07/2007;16;23.3;19.7;;;;;;;;
27/07/2007;13.4;23.9;18.7;;;;;;;;
28/07/2007;15.4;22.2;18.8;;;;;;;;
29/07/2007;14.4;19.1;16.8;;;;;;;;
30/07/2007;8.5;20;14.3;;;;;;;;
31/07/2007;9.1;22.1;15.6;;;;;;;;
01/08/2007;10.7;24;17.4;;;;;;;;
02/08/2007;12;22;17;;;;;;;;
03/08/2007;12.1;23.6;17.9;;;;;;;;
04/08/2007;11.7;26.7;19.2;;;;;;;;
05/08/2007;15.3;32.4;23.9;;;;;;;;
06/08/2007;15.4;21.6;18.5;;;;;;;;
07/08/2007;11.5;20.9;16.2;;;;;;;;
08/08/2007;11.5;21.1;16.3;;;;;;;;
09/08/2007;9.4;19.5;14.5;;;;;;;;
10/08/2007;12.1;18.9;15.5;;;;;;;;
11/08/2007;9.9;23.7;16.8;;;;;;;;
12/08/2007;14.5;23.5;19;;;;;;;;
13/08/2007;12.5;21.6;17.1;;;;;;;;
14/08/2007;13.5;22.5;18;;;;;;;;
15/08/2007;17.7;23.9;20.8;;;;;;;;
16/08/2007;12.7;19.1;15.9;;;;;;;;
17/08/2007;11.6;19.5;15.6;;;;;;;;
18/08/2007;11.5;21.7;16.6;;;;;;;;
19/08/2007;14.9;18.3;16.6;;;;;;;;
20/08/2007;13.4;18.9;16.2;;;;;;;;
21/08/2007;14.1;21.4;17.8;;;;;;;;
22/08/2007;15.8;17;16.4;;;;;;;;
23/08/2007;16;17.2;16.6;;;;;;;;
24/08/2007;16.2;20.9;18.6;;;;;;;;
25/08/2007;14.3;22.4;18.4;;;;;;;;
26/08/2007;11.4;21.9;16.7;;;;;;;;
27/08/2007;9.2;21.2;15.2;;;;;;;;
28/08/2007;10.3;20.1;15.2;;;;;;;;
29/08/2007;10.1;19.4;14.8;;;;;;;;
30/08/2007;7.8;19.9;13.9;;;;;;;;
31/08/2007;13.8;19.7;16.8;;;;;;;;
01/09/2007;15.2;21.7;18.5;;;;;;;;
02/09/2007;13.6;21.1;17.4;;;;;;;;
03/09/2007;14.2;17.7;16;;;;;;;;
04/09/2007;9.4;17.4;13.4;;;;;;;;
05/09/2007;7.2;20.6;13.9;;;;;;;;
06/09/2007;13.7;22;17.9;;;;;;;;
07/09/2007;15.9;21.1;18.5;;;;;;;;
08/09/2007;9.2;20.6;14.9;;;;;;;;
09/09/2007;11.4;21.4;16.4;;;;;;;;
10/09/2007;11.5;19.8;15.7;;;;;;;;
11/09/2007;8.5;18.5;13.5;;;;;;;;
12/09/2007;6.5;20.4;13.5;;;;;;;;
13/09/2007;8.2;22.3;15.3;;;;;;;;
14/09/2007;7.8;21.2;14.5;;;;;;;;
15/09/2007;11.6;23.8;17.7;;;;;;;;
16/09/2007;12.8;24.2;18.5;;;;;;;;
17/09/2007;11.9;14.6;13.3;;;;;;;;
18/09/2007;10.3;14.5;12.4;;;;;;;;
19/09/2007;8.5;16.5;12.5;;;;;;;;
20/09/2007;11.4;19.2;15.3;;;;;;;;
21/09/2007;11.7;21.8;16.8;;;;;;;;
22/09/2007;9.9;21.3;15.6;;;;;;;;
23/09/2007;9.9;22.7;16.3;;;;;;;;
24/09/2007;12.3;17.9;15.1;;;;;;;;
25/09/2007;9.7;16.5;13.1;;;;;;;;
26/09/2007;7.4;13.1;10.3;;;;;;;;
27/09/2007;7.5;14.4;11;;;;;;;;
28/09/2007;12.6;14.2;13.4;;;;;;;;
29/09/2007;9.4;17.7;13.6;;;;;;;;
30/09/2007;8.9;18.3;13.6;;;;;;;;
01/10/2007;12.6;18.4;15.5;;;;;;;;
02/10/2007;14.8;19.4;17.1;;;;;;;;
03/10/2007;15.1;18.4;16.8;;;;;;;;
04/10/2007;11.8;18.8;15.3;;;;;;;;
05/10/2007;7.8;18.9;13.4;;;;;;;;
06/10/2007;6;17.7;11.9;;;;;;;;
07/10/2007;5.4;20.3;12.9;;;;;;;;
08/10/2007;7.5;17.5;12.5;;;;;;;;
09/10/2007;9.8;16;12.9;;;;;;;;
10/10/2007;11.2;17.8;14.5;;;;;;;;
11/10/2007;10.6;18.1;14.4;;;;;;;;
12/10/2007;9.5;15.4;12.5;;;;;;;;
13/10/2007;11.6;17.8;14.7;;;;;;;;
14/10/2007;7.1;19.5;13.3;;;;;;;;
15/10/2007;10.3;17.1;13.7;;;;;;;;
16/10/2007;9.9;19.4;14.7;;;;;;;;
17/10/2007;11.6;14.6;13.1;;;;;;;;
18/10/2007;6.4;14.4;10.4;;;;;;;;
19/10/2007;3.2;14.6;8.9;;;;;;;;
20/10/2007;4.5;12.7;8.6;;;;;;;;
21/10/2007;-0.1;13.5;6.7;;;;;;;;
22/10/2007;1.3;11.8;6.6;;;;;;;;
23/10/2007;-1;11.1;5.1;;;;;;;;
24/10/2007;0.9;10.7;5.8;;;;;;;;
25/10/2007;6.7;8.1;7.4;;;;;;;;
26/10/2007;6.8;11.4;9.1;;;;;;;;
27/10/2007;7.9;13.5;10.7;;;;;;;;
28/10/2007;9;12.8;10.9;;;;;;;;
29/10/2007;10.5;14.2;12.4;;;;;;;;
30/10/2007;7.4;13;10.2;;;;;;;;
31/10/2007;3.2;15.2;9.2;;;;;;;;
01/11/2007;11.2;13.6;12.4;;;;;;;;
02/11/2007;11.6;14.9;13.3;;;;;;;;
03/11/2007;10.1;13.6;11.9;;;;;;;;
04/11/2007;8.4;14.9;11.7;;;;;;;;
05/11/2007;3;14;8.5;;;;;;;;
06/11/2007;6.4;11.4;8.9;;;;;;;;
07/11/2007;4.3;12.7;8.5;;;;;;;;
08/11/2007;11.1;13.6;12.4;;;;;;;;
09/11/2007;7.3;10.7;9;;;;;;;;
10/11/2007;8.3;12.3;10.3;;;;;;;;
11/11/2007;9.9;13.2;11.6;;;;;;;;
12/11/2007;3.4;9.4;6.4;;;;;;;;
13/11/2007;2.2;10.6;6.4;;;;;;;;
14/11/2007;4.3;8.2;6.3;;;;;;;;
15/11/2007;0.4;8;4.2;;;;;;;;
16/11/2007;-1.1;7.7;3.3;;;;;;;;
17/11/2007;-0.5;7.6;3.6;;;;;;;;
18/11/2007;0.8;5.1;3;;;;;;;;
19/11/2007;1.3;8.3;4.8;;;;;;;;
20/11/2007;7.1;10.5;8.8;;;;;;;;
21/11/2007;8.3;11.8;10.1;;;;;;;;
22/11/2007;7.5;12.1;9.8;;;;;;;;
23/11/2007;3.7;8.8;6.3;;;;;;;;
24/11/2007;1.3;10.3;5.8;;;;;;;;
25/11/2007;6.6;10.5;8.6;;;;;;;;
26/11/2007;5.4;9.3;7.4;;;;;;;;
27/11/2007;5.4;8.8;7.1;;;;;;;;
28/11/2007;6.4;9;7.7;;;;;;;;
29/11/2007;6.7;10.8;8.8;;;;;;;;
30/11/2007;5.4;11.9;8.7;;;;;;;;
01/12/2007;3.8;10.5;7.2;;;;;;;;
02/12/2007;6.1;12.7;9.4;;;;;;;;
03/12/2007;7.8;10.8;9.3;;;;;;;;
04/12/2007;7.7;13.1;10.4;;;;;;;;
05/12/2007;11.3;13.8;12.6;;;;;;;;
06/12/2007;10;13.8;11.9;;;;;;;;
07/12/2007;6.1;11.8;9;;;;;;;;
08/12/2007;4.6;12.4;8.5;;;;;;;;
09/12/2007;5.7;9.7;7.7;;;;;;;;
10/12/2007;7.4;8.3;7.9;;;;;;;;
11/12/2007;1.9;7.8;4.9;;;;;;;;
12/12/2007;-1.3;8.8;3.8;;;;;;;;
13/12/2007;-2.4;5.8;1.7;;;;;;;;
14/12/2007;-0.7;1.9;0.6;;;;;;;;
15/12/2007;-0.5;3.4;1.5;;;;;;;;
16/12/2007;-4.4;2.6;-0.9;;;;;;;;
17/12/2007;-3.8;1;-1.4;;;;;;;;
18/12/2007;-4.4;2;-1.2;;;;;;;;
19/12/2007;-5;1.4;-1.8;;;;;;;;
20/12/2007;-6.4;4.5;-1;;;;;;;;
21/12/2007;-1.9;3.3;0.7;;;;;;;;
22/12/2007;0.5;6.9;3.7;;;;;;;;
23/12/2007;-1.1;6.5;2.7;;;;;;;;
24/12/2007;-0.2;7.2;3.5;;;;;;;;
25/12/2007;2.8;5.1;4;;;;;;;;
26/12/2007;1.9;7.1;4.5;;;;;;;;
27/12/2007;2.2;9.8;6;;;;;;;;
28/12/2007;4;9.8;6.9;;;;;;;;
29/12/2007;5.4;9.1;7.3;;;;;;;;
30/12/2007;3.5;9;6.3;;;;;;;;
31/12/2007;4.9;8.1;6.5;;;;;;;;
01/01/2008;3.7;7.6;5.7;;;;;;;;
02/01/2008;-0.4;2.5;1.1;;;;;;;;
03/01/2008;-1.7;4.2;1.3;;;;;;;;
04/01/2008;2.2;9.6;5.9;;;;;;;;
05/01/2008;5;8.1;6.6;;;;;;;;
06/01/2008;3.3;10.5;6.9;;;;;;;;
07/01/2008;6.7;10.2;8.5;;;;;;;;
08/01/2008;5;10.2;7.6;;;;;;;;
09/01/2008;6.4;8.9;7.7;;;;;;;;
10/01/2008;5.9;11.8;8.9;;;;;;;;
11/01/2008;8.5;11.1;9.8;;;;;;;;
12/01/2008;5.2;8.5;6.9;;;;;;;;
13/01/2008;6.6;9.7;8.2;;;;;;;;
14/01/2008;5.9;10.3;8.1;;;;;;;;
15/01/2008;7.5;10.8;9.2;;;;;;;;
16/01/2008;4.6;9.4;7;;;;;;;;
17/01/2008;4.3;11.9;8.1;;;;;;;;
18/01/2008;4.9;13.3;9.1;;;;;;;;
19/01/2008;11.8;13.1;12.5;;;;;;;;
20/01/2008;10.6;13;11.8;;;;;;;;
21/01/2008;9;11.2;10.1;;;;;;;;
22/01/2008;4.2;9.3;6.8;;;;;;;;
23/01/2008;3.8;11.7;7.8;;;;;;;;
24/01/2008;6.1;10;8.1;;;;;;;;
25/01/2008;1.6;9.1;5.4;;;;;;;;
26/01/2008;4.7;8.6;6.7;;;;;;;;
27/01/2008;3.7;9.5;6.6;;;;;;;;
28/01/2008;2.1;7.2;4.7;;;;;;;;
29/01/2008;0.1;5.9;3;;;;;;;;
30/01/2008;3.8;7;5.4;;;;;;;;
31/01/2008;2.3;8.7;5.5;;;;;;;;
01/02/2008;5.1;7.7;6.4;;;;;;;;
02/02/2008;1.2;7.1;4.2;;;;;;;;
03/02/2008;1.2;8.6;4.9;;;;;;;;
04/02/2008;5;9;7;;;;;;;;
05/02/2008;5.3;14.4;9.9;;;;;;;;
06/02/2008;6.3;10.3;8.3;;;;;;;;
07/02/2008;1.5;12;6.8;;;;;;;;
08/02/2008;3.7;14;8.9;;;;;;;;
09/02/2008;4.3;14.6;9.5;;;;;;;;
10/02/2008;-0.6;13.9;6.7;;;;;;;;
11/02/2008;-1.6;14;6.2;;;;;;;;
12/02/2008;-0.3;12.9;6.3;;;;;;;;
13/02/2008;-0.9;10.8;5;;;;;;;;
14/02/2008;-1;3.7;1.4;;;;;;;;
15/02/2008;-0.8;5.1;2.2;;;;;;;;
16/02/2008;-2.6;5.6;1.5;;;;;;;;
17/02/2008;-5.5;8.2;1.4;;;;;;;;
18/02/2008;-3.7;10.4;3.4;;;;;;;;
19/02/2008;-2.5;19.1;8.3;;;;;;;;
20/02/2008;0.3;12.8;6.6;;;;;;;;
21/02/2008;5.1;10.6;7.9;;;;;;;;
22/02/2008;8.3;10.8;9.6;;;;;;;;
23/02/2008;8.9;11.1;10;;;;;;;;
24/02/2008;7.3;16;11.7;;;;;;;;
25/02/2008;2.2;13.1;7.7;;;;;;;;
26/02/2008;8.1;11.6;9.9;;;;;;;;
27/02/2008;5.5;10.4;8;;;;;;;;
28/02/2008;4.9;12.2;8.6;;;;;;;;
29/02/2008;6.5;11.5;9;;;;;;;;
01/03/2008;8.8;11.7;10.3;;;;;;;;
02/03/2008;8.9;11.8;10.4;;;;;;;;
03/03/2008;3.2;8.7;6;;;;;;;;
04/03/2008;2.1;7;4.6;;;;;;;;
05/03/2008;1.8;6.5;4.2;;;;;;;;
06/03/2008;2.5;9.7;6.1;;;;;;;;
07/03/2008;6.1;8.7;7.4;;;;;;;;
08/03/2008;2.8;11;6.9;;;;;;;;
09/03/2008;6.8;9;7.9;;;;;;;;
10/03/2008;3.9;10.7;7.3;;;;;;;;
11/03/2008;5.5;13.5;9.5;;;;;;;;
12/03/2008;7.3;9.4;8.4;;;;;;;;
13/03/2008;6.8;11.4;9.1;;;;;;;;
14/03/2008;8.2;11.3;9.8;;;;;;;;
15/03/2008;7.5;15.4;11.5;;;;;;;;
16/03/2008;8.2;10.6;9.4;;;;;;;;
17/03/2008;6;9.9;8;;;;;;;;
18/03/2008;2.2;7.8;5;;;;;;;;
19/03/2008;4;4.6;4.3;;;;;;;;
20/03/2008;1.3;9.7;5.5;;;;;;;;
21/03/2008;2.9;8.7;5.8;;;;;;;;
22/03/2008;2.4;6.5;4.5;;;;;;;;
23/03/2008;0.3;5.5;2.9;;;;;;;;
24/03/2008;1.7;6;3.9;;;;;;;;
25/03/2008;2.7;6.5;4.6;;;;;;;;
26/03/2008;4.2;10.4;7.3;;;;;;;;
27/03/2008;5.2;9.1;7.2;;;;;;;;
28/03/2008;3;10.7;6.9;;;;;;;;
29/03/2008;5.3;13.2;9.3;;;;;;;;
30/03/2008;8.1;11.5;9.8;;;;;;;;
31/03/2008;4.9;12.4;8.7;;;;;;;;
01/04/2008;4.5;13.5;9;;;;;;;;
02/04/2008;8.2;10.7;9.5;;;;;;;;
03/04/2008;8.8;13.1;11;;;;;;;;
04/04/2008;5.4;16.1;10.8;;;;;;;;
05/04/2008;7.2;9.7;8.5;;;;;;;;
06/04/2008;0;4.3;2.2;;;;;;;;
07/04/2008;-0.1;7.8;3.9;;;;;;;;
08/04/2008;-1.3;10.7;4.7;;;;;;;;
09/04/2008;-1.1;10.3;4.6;;;;;;;;
10/04/2008;-0.5;11.5;5.5;;;;;;;;
11/04/2008;1.1;12.8;7;;;;;;;;
12/04/2008;5.7;13.2;9.5;;;;;;;;
13/04/2008;4.2;14;9.1;;;;;;;;
14/04/2008;5.3;11.6;8.5;;;;;;;;
15/04/2008;2.4;10.7;6.6;;;;;;;;
16/04/2008;-1.7;13;5.7;;;;;;;;
17/04/2008;1.4;12;6.7;;;;;;;;
18/04/2008;6;12.6;9.3;;;;;;;;
19/04/2008;9.5;14.5;12;;;;;;;;
20/04/2008;5.5;16.4;11;;;;;;;;
21/04/2008;10.8;15.6;13.2;;;;;;;;
22/04/2008;7.2;15.7;11.5;;;;;;;;
23/04/2008;6;13.9;10;;;;;;;;
24/04/2008;5.5;16.7;11.1;;;;;;;;
25/04/2008;7.7;15.8;11.8;;;;;;;;
26/04/2008;9.1;21.6;15.4;;;;;;;;
27/04/2008;12.9;22.5;17.7;;;;;;;;
28/04/2008;8.2;14.4;11.3;;;;;;;;
29/04/2008;6;14.2;10.1;;;;;;;;
30/04/2008;7.6;12;9.8;;;;;;;;
01/05/2008;6.4;15;10.7;;;;;;;;
02/05/2008;5.5;16;10.8;;;;;;;;
03/05/2008;7.3;22;14.7;;;;;;;;
04/05/2008;13.2;23.7;18.5;;;;;;;;
05/05/2008;12.6;22.8;17.7;;;;;;;;
06/05/2008;8.9;23.4;16.2;;;;;;;;
07/05/2008;10;25.5;17.8;;;;;;;;
08/05/2008;10.7;25.7;18.2;;;;;;;;
09/05/2008;12.5;25.8;19.2;;;;;;;;
10/05/2008;12.3;21.3;16.8;;;;;;;;
11/05/2008;8.5;26.3;17.4;;;;;;;;
12/05/2008;7.8;24.1;16;;;;;;;;
13/05/2008;9.1;21;15.1;;;;;;;;
14/05/2008;11.3;19.7;15.5;;;;;;;;
15/05/2008;12.3;19.3;15.8;;;;;;;;
16/05/2008;10.6;15.8;13.2;;;;;;;;
17/05/2008;11.8;17.8;14.8;;;;;;;;
18/05/2008;9.6;13.9;11.8;;;;;;;;
19/05/2008;7.8;15.4;11.6;;;;;;;;
20/05/2008;4.3;15.5;9.9;;;;;;;;
21/05/2008;4.3;20.3;12.3;;;;;;;;
22/05/2008;10.2;21.2;15.7;;;;;;;;
23/05/2008;13.4;21.8;17.6;;;;;;;;
24/05/2008;13.9;23;18.5;;;;;;;;
25/05/2008;11.9;20.1;16;;;;;;;;
26/05/2008;13.8;21.2;17.5;;;;;;;;
27/05/2008;9.5;19;14.3;;;;;;;;
28/05/2008;14.4;20.9;17.7;;;;;;;;
29/05/2008;10.8;21.3;16.1;;;;;;;;
30/05/2008;13.2;17.7;15.5;;;;;;;;
31/05/2008;9.4;20.9;15.2;;;;;;;;
01/06/2008;13.3;19.9;16.6;;;;;;;;
02/06/2008;12;21.1;16.6;;;;;;;;
03/06/2008;12.7;16.7;14.7;;;;;;;;
04/06/2008;11.1;17.8;14.5;;;;;;;;
05/06/2008;5.7;18.9;12.3;;;;;;;;
06/06/2008;9.9;15;12.5;;;;;;;;
07/06/2008;11.1;17.4;14.3;;;;;;;;
08/06/2008;9.9;17.6;13.8;;;;;;;;
09/06/2008;10.8;19.9;15.4;;;;;;;;
10/06/2008;9.6;22.9;16.3;;;;;;;;
11/06/2008;11.7;18;14.9;;;;;;;;
12/06/2008;10.6;15.1;12.9;;;;;;;;
13/06/2008;8.4;17.5;13;;;;;;;;
14/06/2008;8.4;16.4;12.4;;;;;;;;
15/06/2008;8;18.1;13.1;;;;;;;;
16/06/2008;5.7;19.9;12.8;;;;;;;;
17/06/2008;6.1;21.6;13.9;;;;;;;;
18/06/2008;8.6;20.9;14.8;;;;;;;;
19/06/2008;12.7;18.9;15.8;;;;;;;;
20/06/2008;10.3;18;14.2;;;;;;;;
21/06/2008;12.5;24.1;18.3;;;;;;;;
22/06/2008;14.9;22;18.5;;;;;;;;
23/06/2008;9.4;18.9;14.2;;;;;;;;
24/06/2008;8.9;24.6;16.8;;;;;;;;
25/06/2008;14.1;21;17.6;;;;;;;;
26/06/2008;10.2;19.8;15;;;;;;;;
27/06/2008;12.6;20.1;16.4;;;;;;;;
28/06/2008;15.4;20.6;18;;;;;;;;
29/06/2008;12.1;21.9;17;;;;;;;;
30/06/2008;10.7;19.4;15.1;;;;;;;;
01/07/2008;7.9;29.7;18.8;;;;;;;;
02/07/2008;13.4;19.8;16.6;;;;;;;;
03/07/2008;12.3;21.1;16.7;;;;;;;;
04/07/2008;9.5;22;15.8;;;;;;;;
05/07/2008;15.7;23.1;19.4;;;;;;;;
06/07/2008;13.1;21.3;17.2;;;;;;;;
07/07/2008;11.7;20.2;16;;;;;;;;
08/07/2008;12.8;18;15.4;;;;;;;;
09/07/2008;12;20.7;16.4;;;;;;;;
10/07/2008;15.4;19;17.2;;;;;;;;
11/07/2008;13.9;22.3;18.1;;;;;;;;
12/07/2008;12.9;19;16;;;;;;;;
13/07/2008;10.6;19.3;15;;;;;;;;
14/07/2008;10.1;21.8;16;;;;;;;;
15/07/2008;10.7;23.2;17;;;;;;;;
16/07/2008;15.2;21.3;18.3;;;;;;;;
17/07/2008;13.6;20;16.8;;;;;;;;
18/07/2008;13;20.1;16.6;;;;;;;;
19/07/2008;14.9;20.5;17.7;;;;;;;;
20/07/2008;10;19.2;14.6;;;;;;;;
21/07/2008;11.2;18.5;14.9;;;;;;;;
22/07/2008;11.7;21.5;16.6;;;;;;;;
23/07/2008;9;27.2;18.1;;;;;;;;
24/07/2008;15.4;28.7;22.1;;;;;;;;
25/07/2008;17.1;23.7;20.4;;;;;;;;
26/07/2008;15.4;23.2;19.3;;;;;;;;
27/07/2008;12.4;25.6;19;;;;;;;;
28/07/2008;15.1;30.6;22.9;;;;;;;;
29/07/2008;13.6;26.2;19.9;;;;;;;;
30/07/2008;12.7;26.9;19.8;;;;;;;;
31/07/2008;15.6;32.5;24.1;;;;;;;;
01/08/2008;14.6;23.2;18.9;;;;;;;;
02/08/2008;14.9;21.9;18.4;;;;;;;;
03/08/2008;14.9;23.5;19.2;;;;;;;;
04/08/2008;14.2;21.9;18.1;;;;;;;;
05/08/2008;13.3;26.9;20.1;;;;;;;;
06/08/2008;13.6;29.6;21.6;;;;;;;;
07/08/2008;16.6;24.4;20.5;;;;;;;;
08/08/2008;14.5;20.8;17.7;;;;;;;;
09/08/2008;13;22.5;17.8;;;;;;;;
10/08/2008;15.4;23.1;19.3;;;;;;;;
11/08/2008;13.5;23.3;18.4;;;;;;;;
12/08/2008;11.4;23;17.2;;;;;;;;
13/08/2008;13.4;21.5;17.5;;;;;;;;
14/08/2008;11.6;21.6;16.6;;;;;;;;
15/08/2008;8.7;21;14.9;;;;;;;;
16/08/2008;11.6;22.9;17.3;;;;;;;;
17/08/2008;14.4;20.7;17.6;;;;;;;;
18/08/2008;13.7;23.5;18.6;;;;;;;;
19/08/2008;14.8;22.6;18.7;;;;;;;;
20/08/2008;14.6;21.3;18;;;;;;;;
21/08/2008;14.5;22;18.3;;;;;;;;
22/08/2008;13.2;20.4;16.8;;;;;;;;
23/08/2008;11.5;19.9;15.7;;;;;;;;
24/08/2008;12.2;17.8;15;;;;;;;;
25/08/2008;12.4;19.6;16;;;;;;;;
26/08/2008;14.9;19.2;17.1;;;;;;;;
27/08/2008;15.7;18.5;17.1;;;;;;;;
28/08/2008;15.8;18.3;17.1;;;;;;;;
29/08/2008;15.1;20.4;17.8;;;;;;;;
30/08/2008;10.5;28.4;19.5;;;;;;;;
31/08/2008;17;25.9;21.5;;;;;;;;
01/09/2008;14;21.5;17.8;;;;;;;;
02/09/2008;11.4;20;15.7;;;;;;;;
03/09/2008;11.9;18.5;15.2;;;;;;;;
04/09/2008;10.9;19;15;;;;;;;;
05/09/2008;13.2;19.7;16.5;;;;;;;;
06/09/2008;14.3;20.6;17.5;;;;;;;;
07/09/2008;13.5;17;15.3;;;;;;;;
08/09/2008;9.7;20.7;15.2;;;;;;;;
09/09/2008;11;25.9;18.5;;;;;;;;
10/09/2008;15.1;24.5;19.8;;;;;;;;
11/09/2008;14.4;23.2;18.8;;;;;;;;
12/09/2008;13.3;17.4;15.4;;;;;;;;
13/09/2008;10.2;17.8;14;;;;;;;;
14/09/2008;9.6;18.1;13.9;;;;;;;;
15/09/2008;7.3;19.1;13.2;;;;;;;;
16/09/2008;5.9;16.4;11.2;;;;;;;;
17/09/2008;8.9;17.4;13.2;;;;;;;;
18/09/2008;5.5;17.6;11.6;;;;;;;;
19/09/2008;4.2;17.5;10.9;;;;;;;;
20/09/2008;4.3;19.9;12.1;;;;;;;;
21/09/2008;5;18.6;11.8;;;;;;;;
22/09/2008;5.9;18.6;12.3;;;;;;;;
23/09/2008;6.2;16.5;11.4;;;;;;;;
24/09/2008;12.3;16.7;14.5;;;;;;;;
25/09/2008;9.1;19.1;14.1;;;;;;;;
26/09/2008;5.7;19.2;12.5;;;;;;;;
27/09/2008;5.2;20;12.6;;;;;;;;
28/09/2008;5.3;19.6;12.5;;;;;;;;
29/09/2008;8.8;14.9;11.9;;;;;;;;
30/09/2008;10.4;15.7;13.1;;;;;;;;
01/10/2008;12.3;15.5;13.9;;;;;;;;
02/10/2008;6.4;12.7;9.6;;;;;;;;
03/10/2008;6.7;10.8;8.8;;;;;;;;
04/10/2008;5.2;13.9;9.6;;;;;;;;
05/10/2008;11.4;15.8;13.6;;;;;;;;
06/10/2008;11.6;16.6;14.1;;;;;;;;
07/10/2008;13.2;18.9;16.1;;;;;;;;
08/10/2008;10.7;15.8;13.3;;;;;;;;
09/10/2008;5.6;18.4;12;;;;;;;;
10/10/2008;6.9;19.3;13.1;;;;;;;;
11/10/2008;8.9;21.1;15;;;;;;;;
12/10/2008;10.8;23.2;17;;;;;;;;
13/10/2008;14.5;19.1;16.8;;;;;;;;
14/10/2008;13.4;18;15.7;;;;;;;;
15/10/2008;13.3;17;15.2;;;;;;;;
16/10/2008;10.3;13.5;11.9;;;;;;;;
17/10/2008;5;15;10;;;;;;;;
18/10/2008;5.2;13.8;9.5;;;;;;;;
19/10/2008;7.5;16.1;11.8;;;;;;;;
20/10/2008;7.2;16.4;11.8;;;;;;;;
21/10/2008;8.4;12.8;10.6;;;;;;;;
22/10/2008;6.2;13.5;9.9;;;;;;;;
23/10/2008;6.4;15.3;10.9;;;;;;;;
24/10/2008;9.6;12.2;10.9;;;;;;;;
25/10/2008;2.9;14.7;8.8;;;;;;;;
26/10/2008;10.6;15.3;13;;;;;;;;
27/10/2008;7.2;11.9;9.6;;;;;;;;
28/10/2008;4.1;10.7;7.4;;;;;;;;
29/10/2008;1.9;9.6;5.8;;;;;;;;
30/10/2008;1.9;6.6;4.3;;;;;;;;
31/10/2008;2.6;7.7;5.2;;;;;;;;
01/11/2008;3;10;6.5;;;;;;;;
02/11/2008;7.6;13.6;10.6;;;;;;;;
03/11/2008;8.3;11.8;10.1;;;;;;;;
04/11/2008;5.1;16.8;11;;;;;;;;
05/11/2008;8.7;11.5;10.1;;;;;;;;
06/11/2008;5.8;11;8.4;;;;;;;;
07/11/2008;7.8;13.1;10.5;;;;;;;;
08/11/2008;6.2;12.7;9.5;;;;;;;;
09/11/2008;8.7;13.6;11.2;;;;;;;;
10/11/2008;10.2;15.8;13;;;;;;;;
